food_ID,recipe_title,tags,cuisine,course,diet,category
6539,Oven Baked Sweet Potato Fries ,Side Dish s|Tea Party s|Party Starter & Appetizer s|Healthy Kids Snack s|Cholesterol Friendly s|Sweet Potato s,Continental,Snack,Vegetarian,Continental Party Appetizer & Starter s
6540,Yeruvalli Kuzhambu  | Iru Puli Kuzhambu | Tangy Coconut Curry,South Indian s|Indian Lunch s|Healthy s,South Indian s,Lunch,Vegetarian,Kuzhambu s
6541,Nellor Kathirikai - Nellor Brinjal Fry  ,Side Dish s|Indian Lunch s|Brinjal s (Eggplant / Baingan)|Telugu Cuisine s (Andhra & Telangana)|Chana Dal s (Bengal Gram Dal),Andhra,Main Course,Vegetarian,Poriyal s (South Indian Sabzi)
6542,Muttaikose Poriyal  -  Purple Cabbage Poriyal | Red Cabbage Sabzi,South Indian s|Indian Lunch s|No Onion No Garlic s|Indian Diabetic s|Cabbage s (Patta Gobi)| for Beginners|Weight Loss s,South Indian s,Side Dish,No Onion No Garlic (Sattvic),Poriyal s (South Indian Sabzi)
6543,Thandu Keerai Puli Kuzhambu  - Amaranth Greens in Tangy Curry,South Indian s|Indian Lunch s|Healthy s|Indian Diabetic s|Weekend Dinner Ideas|Tamil Nadu recipes|Amaranth/ Rajgira s|Keerai s,South Indian s,Lunch,Diabetic Friendly,Kuzhambu s
6544,Mexican Cheesy Chilli Bean Dip  - Refried Bean Dip ,Vegetarian s|Healthy s|Party Starter & Appetizer s|Mexican s|Party Dip s|Rajma Kidney Bean s,Mexican,Side Dish,Vegetarian,Continental Party Appetizer & Starter s
6545,Quick Roasted Vegetable Bread Pizza ,Tea Party s|Party Starter & Appetizer s|Quick & Easy s|After School Snack s|Brunch s|s for Kids|Birthday Party s,Continental,World Breakfast,Vegetarian,Pizza s
6546,Roasted Vegetable Pesto Tart ,Spinach s (Palak/Keerai)|Tart and Pie s|Zucchini s,French,Appetizer,Vegetarian,Continental Food s
6547,Restaurant Style Chicken 555 ,Party Food s|Party Starter & Appetizer s|High Protein Diet,Indian,Appetizer,High Protein Non Vegetarian,Chicken s
6548,Stuffed Mooli Paratha  (Radish Flat Bread),Office Lunch Box s|Healthy s|Breakfast  Ideas|Mooli s (Radish/ Mullangi)|Paratha s|Stuffed Paratha s,North Indian s,Indian Breakfast,Diabetic Friendly,Paratha s
6549,Asparagus Broccoli Fettuccine Pasta With Roasted Almonds ,Party Food s|Vegetarian s|Broccoli s|Almond s|Asparagus s,Italian s,Lunch,Vegetarian,Pasta s
6550,Nankhatai  - A Spiced Eggless Indian Cookie,Tea Party s|Sooji s (Rava/ Semolina)|Dahi s (Curd/Yogurt),Indian,Snack,Vegetarian,Cookie & Biscuit s
6551,Garlic Knot ,Vegetarian s|Tea Party s|Garlic s,Fusion,Snack,Vegetarian,Homemade Bread s
6552,Kaddu Simla Mirch Sabzi  - Pumpkin Capsicum Sabzi,Side Dish s|Indian Lunch s|Office Lunch Box s|Healthy s|Capsicum s (Bell Pepper)|Indian Dinner s|Bachelor s|Pumpkin s (Kaddu / Poosanikai)|Stir Fried s|Dussehra Festival s,North Indian s,Lunch,Vegetarian,Sabzi s
6553,Gujarati Khatta Dhokla ,Vegetarian s|Gujarati s|Breakfast  Ideas|Tea Party s|Dahi s (Curd/Yogurt)|Dhokla s|Chana Dal s (Bengal Gram Dal),Gujarati s﻿,Snack,Vegetarian,Dhokla s
6554,Konkan Style Modachya Moongachi Amti -Sprouted Moong Bean Curry,High Protein Vegetarian Diet s|Vegetarian s|Side Dish s|Moong Dal s|Konkani s,Konkan,Lunch,Vegetarian,Indian Curry s
6555,Uppu Seedai  - Krishna Janmashtami | Gokulashtami,Festival s|Janmashtami s|Chana Dal s (Bengal Gram Dal),South Indian s,Snack,Vegetarian,Indian Snack s
6556,The Oat and Green Moong Dal Pesarattu-Savory Lentil Crepe ,South Indian s|Gluten Free s|Indian Diabetic s|South Indian Breakfast s|Oats s (Oatmeal)|Cabbage s (Patta Gobi)|One Dish s|Crepe s|Moong Dal s,South Indian s,South Indian Breakfast,High Protein Vegetarian,Pesarattu s
6557,Rustic Rosemary Garlic Zucchini Bread ,Breakfast  Ideas|Tea Party s|Zucchini s,Continental,Dinner,Eggetarian,Homemade Bread s
6558,Ridge Gourd Tambli  - Spicy Ridge Gourd in Coconut Curry,Dahi s (Curd/Yogurt)|Bachelor s|Coconut s|Ridge Gourd s (Turai/ Peerkangai),South Indian s,Lunch,Vegetarian,Indian Curry s
6559,Vellai Seedai  - Krishna Janmashtami | Gokulashtami ,Festival s|Janmashtami s,South Indian s,Snack,Vegetarian,Indian Snack s
6560,"Whole Wheat Pancake  With Banana, Honey And Nuts",Breakfast  Ideas|Pancake s,Continental,World Breakfast,Eggetarian,Pancake s
6561,Bharwa Lauki  - Stuffed Bottle Gourd,Paneer s|Indian Lunch s|Office Lunch Box s|Indian Dinner s|Bottle Gourd s (Lauki /Doodhi),North Indian s,Lunch,Vegetarian,Sabzi s
6562,Tandoori Aloo Tikka  - Indian Spiced Roasted Smoked Potatoes,Party Food s|Aloo s (Potato & Baby Potato s)|Party Starter & Appetizer s|Dahi s (Curd/Yogurt),North Indian s,Appetizer,Vegetarian,Indian Snack s
6563,Banarasi Tamatar Chaat  - Spicy Tomato Chaat ,Party Food s|Vegetarian s|Tomato s|Aloo s (Potato & Baby Potato s)|Indian Vegetarian s|Tea Party s|Chaat Party s,North Indian s,Appetizer,Vegetarian,Indian Snack s
6564,Gujarati Sev Khamani   - Amiri Khaman | Crumbled Khaman Dhokla,Breakfast  Ideas|Gluten Free s|North Indian Breakfast s|Indian Diabetic s|Khaman s,Gujarati s﻿,North Indian Breakfast,High Protein Vegetarian,Upma s
6565,Grilled Quesadillas  With Chilli Mushroom & Corn,Party Food s|Party Starter & Appetizer s|Mushroom s|Sweet Corn s|Quick & Easy s|Quesadilla s,Mexican,Appetizer,Vegetarian,Mexican s
6566,Gujarati Sev Tameta Nu Shaak | Sev Tamatar Ki Sabzi  ,Indian Lunch s|Gujarati s|Jain s,Gujarati s﻿,Main Course,No Onion No Garlic (Sattvic),Sabzi s
6567,Homemade Easy Gulab Jamun  - Delicious & Tasty,Diwali s|Festival s|Raksha Bandhan|Holi s,North Indian s,Dessert,Vegetarian,Sweet s (Indian Mithai / Indian Dessert)
6568,Aish el Saraya  - Lebanese Bread Pudding | Middle Eastern Dessert,Bread Pudding s|Lebanese s,Middle Eastern,Dessert,Vegetarian,Dessert s
6569,Mutton Kola Urundai  - Chettinad Mutton Keema Balls ,Side Dish s|South Indian s|Fried s|Keema s,Chettinad,Appetizer,Non Vegeterian,Mutton s
6570,Gujarati Methi Thepla- Spiced Indian Flat Bread with Fenugreek Leaves,Party Food s|Vegetarian s|Indian Lunch s|Office Lunch Box s|Healthy s|Breakfast  Ideas|Dahi s (Curd/Yogurt)|Paratha s|Kids Lunch Box s|Methi s (Fenugreek),Gujarati s﻿,Lunch,Vegetarian,Thepla s
6571,Moroccan Eggplant And Garbanzo Stew ,Brinjal s (Eggplant / Baingan)|Moroccan recipes,African,Main Course,High Protein Vegetarian,Continental Food s
6572,Fatayer Bi Jibneh - Middle Eastern Cheese Pie ,Middle Eastern s|Lebanese s,Middle Eastern,Appetizer,Vegetarian,Continental Party Appetizer & Starter s
6573,Andhra Style Sorakaya Kura  - Bottle Gourd And Toor Dal ,Side Dish s|South Indian s|Indian Lunch s|Indian Dinner s|Bottle Gourd s (Lauki /Doodhi)|Toor Dal s (Pigeon Pea)|One Pot s,Andhra,Lunch,Vegetarian,Indian Curry s
6574,Whole Wheat Rosemary Focaccia Bread ,Whole Wheat s|Focaccia s|Rosemary Herb s,Italian s,Side Dish,Vegetarian,Homemade Bread s
6575,Meen Peera (Kerala Style Fish  With Shredded Coconut),Side Dish s|Coconut s|Onion s,Kerala s,Dinner,High Protein Non Vegetarian,Fish s
6576,Foxtail Millet Idli  - Healthy Indian Diabetic Idli ,South Indian s|Healthy s|Indian Diabetic s|South Indian Breakfast s|Millet s|Foxtail Millet s,South Indian s,South Indian Breakfast,Diabetic Friendly,Idli s
6577,Kerala Olan  with Pumpkin and Black Eyed Beans - Coconut Milk Vegetable Stew,Vegetarian s|South Indian s|Onam s|Festival s|Pumpkin s (Kaddu / Poosanikai)|Black Eyed Bean s,Kerala s,Main Course,Vegetarian,Stew s
6578,Kathirikai Gothsu / Gotsu  - South Indian Style Spicy and Tangy Eggplant Curry,High Protein Vegetarian Diet s|Vegetarian s|Side Dish s|Indian Lunch s|Indian Dinner s|Brinjal s (Eggplant / Baingan),South Indian s,Side Dish,Vegetarian,Indian Curry s
6579,Mushroom Strudel  ,Mushroom s,Continental,Snack,Vegetarian,Continental Food s
6580,No Onion No Garlic Black Eyed Beans Curry ,Office Lunch Box s|No Onion No Garlic s,North Indian s,Lunch,High Protein Vegetarian,Sabzi s
6581,Vankaya Gasagasala Kura | Andhra Style Eggplant Poppy Seeds Curry ,South Indian s|Indian Lunch s|Brinjal s (Eggplant / Baingan)|Poppy Seeds s,Andhra,Dinner,Vegetarian,Indian Curry s
6582,Beet and Avocado Chapati ,Vegetarian s|Office Lunch Box s|Indian Vegetarian s|Kids Lunch Box s|Avocado s|Travel Food s|s for Kids,Indian,Indian Breakfast,Vegetarian,Roti s
6583,Saagwala Chicken   - Palak Chicken Curry ,Party Food s|Spinach s (Palak/Keerai)|High Protein Diet|Indian Dinner s,North Indian s,Lunch,High Protein Non Vegetarian,Chicken s
6584,Homemade Rice Puttu  | Kerala Matta Rice or Basmati Rice,South Indian s|Indian Lunch s|Breakfast  Ideas|Gluten Free s|One Dish s|Coconut s,Kerala s,South Indian Breakfast,Vegetarian,Puttu s
6585,Chettinad Poondu Rasam  | Spicy Garlic Rasam,South Indian s|Indian Lunch s|Bachelor s|Chettinad s|Garlic s,South Indian s,Lunch,Vegetarian,Rasam s
6586,Almond and Cashew Nut Mushroom Curry ,Party Food s|Mushroom s,North Indian s,Side Dish,High Protein Vegetarian,Sabzi s
6587,Sabudana Khichdi  - Sabudana Upma With Peanuts | Indian Breakfast,Gujarati s|Aloo s (Potato & Baby Potato s)|Breakfast  Ideas|Gluten Free s|North Indian Breakfast s|Maharashtrian s (Marathi s)|Sabudana s (Tapioca/sago),North Indian s,North Indian Breakfast,Vegetarian,Upma s
6588,American Chop Suey  - Crispy Noodles Topped With Sweet and Sour Vegetables,Cauliflower s (Phool Gobi)|Cabbage s (Patta Gobi)|Weekend Dinner Ideas|Noodle s,Indo Chinese,Dinner,Vegetarian,Indian Chinese s
6589,Kerala Style Chemmeen Moilee  - Prawn Curry,Party Food s|Indian Lunch s|Kerala s|Quick & Easy s|Prawn s|One Pot s|Coconut Milk s|Weekend Lunch s,Kerala s,One Pot Dish,Non Vegeterian,Fish s
6590,Tulsi Kashayam  (Kaada) - Herbal Drink From Tulsi,South Indian s|Healthy s|Detox s|Tea s|Herbal Remedies|Tulsi Leaf s,Indian,Side Dish,Vegetarian,Indian Drink s
6591,Pistachio & Cranberry Broken Wheat Pilaf  ,Party Food s|Vegetarian s|Healthy s|Cranberry s|Weekend Dinner Ideas|Pistachio s|Broken Wheat s (Dalia/Godhuma Rava)|Continental s,Continental,Main Course,Vegetarian,Continental Food s
6592,Vatanyacha Phadna  - Sugar Snap Peas Stir Fry ,Side Dish s,Maharashtrian s,Lunch,Vegetarian,Poriyal s (South Indian Sabzi)
6593,Chicken Tomato Macaroni - Pasta with Indian Masalas,Party Food s|Tomato s|Fusion s|Mother's Day  Contest 2016|Office Party s|Savoury s,Fusion,Dinner,Non Vegeterian,Pasta s
6594,"Ragi, Wheat & Oat Waffles  With Maple Syrup",High Protein Vegetarian Diet s|Breakfast  Ideas|Millet s|Ragi s (Nachni/ Finger Millet)|Waffle s,Continental,World Breakfast,Eggetarian,Waffle s
6595,Mangalorean Style Kuvalyacho Pollav  (Yellow Pumpkin Curry ),Mango s|Pumpkin s (Kaddu / Poosanikai),Mangalorean,Lunch,Vegetarian,Indian Curry s
6597,Provencal Style Grilled Stuffed Tomato ,Tomato s|Barbeque s,European,Side Dish,Vegetarian,Salad s
6598,Suran Kofta Curry  - Yam Kofta Curry,Vegetarian s|Indian Lunch s|Office Lunch Box s|No Onion No Garlic s|Indian Diabetic s|Indian Dinner s,North Indian s,Main Course,No Onion No Garlic (Sattvic),Kofta s
6599,Choco Berry Chia Parfait ,Breakfast  Ideas|Tea Party s|Chocolate s|Strawberry s|Parfait s,Continental,World Breakfast,Vegetarian,Parfait s
6600,Kashmiri Style Paneer Masala ,Paneer s|Side Dish s|Indian Lunch s|Indian Vegetarian s|Dahi s (Curd/Yogurt),Kashmiri,Lunch,Vegetarian,Sabzi s
6601,Sri Lankan Muttai Appam  ,South Indian s|Indian Lunch s|South Indian Breakfast s|Quick & Easy s|s for Kids,Sri Lankan,South Indian Breakfast,Eggetarian,Sri Lankan s
6602,Cabbage & Dal Stuffed Paratha ,High Protein Vegetarian Diet s|Office Lunch Box s|Healthy s|Breakfast  Ideas|Paratha s|Cabbage s (Patta Gobi)|Stuffed Paratha s,Indian,Indian Breakfast,Diabetic Friendly,Paratha s
6603,Rajasthani Kachri Phali Ki Sabzi  -Wild Cucumber And Beans Sabzi,Indian Lunch s|Office Lunch Box s|Green Beans s (French /Haricot)|Gavarfali/ Gawar Phali s (Cluster Beans/ Kothavarangai),Rajasthani,Side Dish,Vegetarian,Sabzi s
6604,Paneer Tikka Pulao ,Paneer s|Indian Lunch s|Office Lunch Box s|Dahi s (Curd/Yogurt)|Weekend Dinner Ideas|One Pot s|Weekend Lunch s,North Indian s,Lunch,Vegetarian,Pulao s
6605,Spicy Rice Stuffed Paratha ,Indian Lunch s|Breakfast  Ideas|Paratha s|Indian Dinner s|Leftover recipes|Stuffed Paratha s,Indian,Lunch,Vegetarian,Paratha s
6606,Roasted Tomato & Tortellini Soup ,Tomato s,Italian s,Dinner,Vegetarian,Soup s
6607,Kongunadu Style Senai Kilangu Masala  - Yam in Spicy Gravy,Vegetarian s|Side Dish s|South Indian s|Indian Vegetarian s|Kongunadu ,Tamil Nadu,Side Dish,Vegetarian,Indian Curry s
6608,Andhra Style Pachi Pulusu  -Raw Tamarind Rasam ,South Indian s|Indian Lunch s|Tamarind Curry s|Telugu Cuisine s (Andhra & Telangana)|Weekend Lunch s|Pulusu s,Andhra,Lunch,Vegetarian,Rasam s
6609,"Sesame Noodle Salad with Raw Carrots, Cucumbers & Spicy Peanut Dressing",Carrot s|Peanut s|Cucumber s|Noodle s,Asian,Dinner,Vegetarian,Salad s
6610,Chana Methi Dal  - Fenugreek & Split Bengal Gram Curry,Indian Diabetic s|Methi s (Fenugreek)|Chana Dal s (Bengal Gram Dal),North Indian s,Lunch,High Protein Vegetarian,Dal s
6611,Aar Macher Jhol  - Bengali Style Fish In Tomato Gravy,Party Food s|Indian Lunch s|Indian Dinner s|Bengali s|Dussehra Festival s,Bengali s,Dinner,High Protein Non Vegetarian,Fish s
6612,Pav Bhaji Flavored Pasta -Fusion Fusilli Pasta,Aloo s (Potato & Baby Potato s)|Cauliflower s (Phool Gobi)|Fusion s,Fusion,Main Course,Vegetarian,Pasta s
6613,Aloo Gobi Matar Ki Sabzi ,Party Food s|Vegetarian s|Side Dish s|Indian Lunch s|Aloo s (Potato & Baby Potato s)|Cauliflower s (Phool Gobi)|Kids Lunch Box s|Methi s (Fenugreek)|Green Peas (Matar/ Pattani) s,North Indian s,Lunch,Vegetarian,Sabzi s
6614,Mulyachi Bhaji  - Goan Style Mooli Ki Sabzi,Indian Lunch s|Office Lunch Box s|Mooli s (Radish/ Mullangi)|Indian Dinner s|Moong Dal s|Quick & Easy s|Goan s,Maharashtrian s,Lunch,Vegetarian,Sabzi s
6615,Pan Fried Brussel Sprouts ,Side Dish s|Office Lunch Box s|Sprout s|Brussel Sprout s|Antioxidant Rich s,Indian,Side Dish,Vegetarian,Sabzi s
6616,Achari Aloo Kathi Roll  with Hummus & Yogurt Dip,Healthy Kids Snack s|Weekend Dinner Ideas|Wrap s,North Indian s,Snack,High Protein Vegetarian,Frankie Roll s (Wrap s)
6617,Karwar Style Dali Ambat Ani Maska Sang -Toor Dal & Drumsticks Pod Curry ,Indian Lunch s|Healthy s|Indian Vegetarian s|Drumstick s|Toor Dal s (Pigeon Pea)|karwar s,Karnataka,Main Course,Vegetarian,Indian Curry s
6618,Mixed Vegetable Curry Roll ,Party Food s|Tea Party s|Kids Lunch Box s|Picnic  Ideas|After School Snack s|s for Kids,Indian,Snack,Vegetarian,Continental Breakfast s
6619,Spicy Arrabbiata Pasta  With Sun Dried Tomatoes,Party Food s|One Dish s|Sundried Tomato s|Italian s|Weekend Dinner Ideas|Spaghetti s|Indian Pasta s,Italian s,Dinner,Vegetarian,Pasta s
6620,Vankaya Ulli Karam  - Eggplant In Spicy Onion Gravy,Side Dish s|South Indian s|Indian Lunch s|Office Lunch Box s|Brinjal s (Eggplant / Baingan)|Telugu Cuisine s (Andhra & Telangana),Andhra,Side Dish,Vegetarian,Indian Curry s
6621,Bhaat Na Rasawala Muthia Dhokla  | Gujarati Rasiya Dhokla,Vegetarian s|Gujarati s|One Dish s|One Pot s,Gujarati s﻿,Dinner,Vegetarian,Indian Curry s
6622,Pandu Mirapakaya Pachadi  - Andhra Red Chilli Chutney ,Side Dish s|South Indian s|Indian Lunch s|Telugu Cuisine s (Andhra & Telangana)|Chilli s,Andhra,Side Dish,Vegetarian,Pachadi s
6623,Olive & Tofu In Harissa Curry  ,Party Food s|Healthy s|Olive s|Tofu s|Weekend Dinner Ideas|Harissa s|Continental s,Continental,Main Course,High Protein Vegetarian,Continental Food s
6624,Konkani Style Karate Batate Puddi Sagle  - Bitter Gourd & Potato Curry,Indian Lunch s|Office Lunch Box s|Healthy s|Aloo s (Potato & Baby Potato s)|Bitter Gourd Karela s|Konkani s,Konkan,Dinner,Vegetarian,Indian Curry s
6625,Sesame Peanut Potato Mix ,Office Lunch Box s|Aloo s (Potato & Baby Potato s)|Tea Party s|Peanut s,Indian,Lunch,Vegetarian,Sabzi s
6626,Coriander Garlic Baked Chicken ,Healthy s|High Protein Diet|Quick & Easy s|Coriander s|Garlic s,Indian,Dinner,High Protein Non Vegetarian,Continental Food s
6627,Mirchicha Chatka (Fire Roasted Chillies With Yogurt ),Vegetarian s|Side Dish s|Dahi s (Curd/Yogurt),Maharashtrian s,Side Dish,Vegetarian,Continental Party Appetizer & Starter s
6628,Kongunadu Style Vetrilai Sadam  - Betel Leaves Rice,Indian Lunch s|Festival s|Tamil Nadu recipes|Chana Dal s (Bengal Gram Dal)|Betel Leaves |Kongunadu ,Kongunadu,Lunch,Vegetarian,Variety Rice (Mixed Rice/ Flavoured Rice s)
6629,Parsi Style Vegetable Dhansak - Parsi Vegetable Dal ,Party Food s|Indian Diabetic s|Methi s (Fenugreek)|Brinjal s (Eggplant / Baingan)|Pumpkin s (Kaddu / Poosanikai)|Chana Dal s (Bengal Gram Dal),Parsi s,Dinner,High Protein Vegetarian,Dal s
6630,Dondakkai Puli Curry  - South Indian Style Tindora Curry,South Indian s|Indian Lunch s|Office Lunch Box s|Healthy s|No Onion No Garlic s|Indian Dinner s,Tamil Nadu,Lunch,Vegetarian,Indian Curry s
6631,Palak Gobi Sabzi  (Indian Style Cauliflower with Spinach),Spinach s (Palak/Keerai)|Healthy s|Cauliflower s (Phool Gobi),North Indian s,Lunch,Vegetarian,Sabzi s
6632,Pakistani Chickpeas Pulao  With Sweet Hot Date Onion Chutney,Party Food s|Office Lunch Box s|Kabuli Chana s (Chickpea)|Pakistani s,Pakistani,Lunch,Vegetarian,Pulao s
6633,Goan Style Patol Bhaji - Green peas Curry ,Vegetarian s|Side Dish s|South Indian s|Goan s|Green Peas (Matar/ Pattani) s,Goan s,Lunch,Vegetarian,Indian Curry s
6634,Karwar Style Khatkhate  (Mixed Vegetable Curry With Toor Dal & Coconut),Vegetarian s|South Indian s|Indian Lunch s|Healthy s|Indian Vegetarian s|Toor Dal s (Pigeon Pea)|karwar s,Karnataka,Lunch,Vegetarian,Indian Curry s
6635,Baby Potato Salad with Onion & Cheese ,Party Food s|Aloo s (Potato & Baby Potato s)|Weekend Dinner Ideas|Onion s|Cheese s,Continental,Appetizer,Vegetarian,Salad s
6636,Raw Mango Dal Fry ,Indian Lunch s|Mango s|Toor Dal s (Pigeon Pea)|Raw Mango recipes,North Indian s,Side Dish,High Protein Vegetarian,Dal s
6637,Lauki Badi Ki Sabzi ,Indian Lunch s|Indian Dinner s|Bottle Gourd s (Lauki /Doodhi)|Weekend Dinner Ideas,Rajasthani,Main Course,Vegetarian,Sabzi s
6638,Spinach And Ricotta Dumplings  In Cheese Sauce,Party Food s|Spinach s (Palak/Keerai)|Party Starter & Appetizer s|Dumpling s (Momo s)|Ricotta cheese s,Italian s,Dinner,Vegetarian,Continental Food s
6639,Broccoli Salad  with Roasted Onion & Peppers,Party Food s|High Protein Vegetarian Diet s|Vegetarian s|Capsicum s (Bell Pepper)|Broccoli s|Roasting s|Onion s,Continental,Appetizer,High Protein Vegetarian,Salad s
6640,Kashmiri Style Dum Oluv  - Dum Aloo ,Party Food s|Indian Lunch s|Aloo s (Potato & Baby Potato s)|Dahi s (Curd/Yogurt)|Indian Dinner s|Aloo Dum s,Kashmiri,Lunch,Vegetarian,Sabzi s
6641,Andhra Style Munakkada Masala Kura  - Drumstick Dry Curry ,Side Dish s|Indian Lunch s|Office Lunch Box s|Drumstick s|Telugu Cuisine s (Andhra & Telangana),Andhra,Lunch,Vegetarian,Indian Curry s
6642,Padipe Saasmi  - Udupi Style Amaranth Leaves Curry With Coconut & Tamarind,Side Dish s|South Indian s|Festival s|Amaranth/ Rajgira s,Udupi,Side Dish,Vegetarian,Indian Curry s
6643,Konkani Style Alasande Randayi -Black Eyed Beans and Yam Gravy,South Indian s|Black Eyed Bean s|Konkani s|Yam s (Suran/Senai/Ratalu),Konkan,Lunch,Vegetarian,Indian Curry s
6644,Chocolate Banana Smoothie Bowl ,Healthy s|High Protein Breakfast|Bachelor s|Banana s|Quick & Easy s|Smoothie s|After School Snack s|s for Kids|Post Workout Meals|Nuts s|Peanut Butter s| for Beginners,Continental,World Breakfast,High Protein Vegetarian,Breakfast Bowl s
6645,Whole Wheat Roasted Vegetable Pizza Pockets ,Party Food s|Whole Wheat s|Party Starter & Appetizer s|Zucchini s|Weekend Dinner Ideas|Birthday Party s,Continental,Dinner,Vegetarian,Pizza s
6646,Mavinakayi Menasinakai Curry   - Raw Mango Coconut Curry,South Indian s|Indian Lunch s|Healthy s|Mango s|Mangalorean s|Chana Dal s (Bengal Gram Dal)|Raw Mango recipes,Mangalorean,Side Dish,Vegetarian,Indian Curry s
6647,"Lettuce, Apple And Carrot Salad With Chilli Dressing  ",Party Food s|Side Dish s|Healthy s|Carrot s|Summer  Ideas|Apple s|Lettuce s|Brunch s|Continental s,Continental,Side Dish,Vegetarian,Salad s
6648,Chicken Cooked in Banana Leaves ,Party Food s|Indian Lunch s|Party Starter & Appetizer s|High Protein Diet,Indian,Appetizer,High Protein Non Vegetarian,Chicken s
6649,Hariyali Machali  - Carp Fish In Green Spinach And Coriander Gravy,Party Food s|Spinach s (Palak/Keerai)|High Protein Diet|Coriander s,Indian,Dinner,High Protein Non Vegetarian,Fish s
6650,Broccoli Pesto Open Toast ,Healthy s|Tea Party s|Party Starter & Appetizer s|Broccoli s|Pesto s|Brunch s|Bread s,Continental,Dinner,Vegetarian,Toast s
6651,Hyderabadi Vegetable Biryani  | Vegetable Dum Biryani ,Party Food s|South Indian s|Aloo s (Potato & Baby Potato s)|Cauliflower s (Phool Gobi)|Dahi s (Curd/Yogurt)|One Dish s|Ramzan Ramadan s,Hyderabadi,Lunch,Vegetarian,Biryani s
6652,Sookha Aloo Matar Methi Sabzi ,Indian Lunch s|Office Lunch Box s|Aloo s (Potato & Baby Potato s)|Indian Dinner s|Methi s (Fenugreek)|Green Peas (Matar/ Pattani) s,North Indian s,Lunch,Vegetarian,Sabzi s
6653,Karnataka Style Sandige Huli  (Toor dal dumplings in Gravy ) ,Indian Lunch s|Karnataka s|Toor Dal s (Pigeon Pea)|Weekend Lunch s,Karnataka,Lunch,Vegetarian,Indian Curry s
6654,Cheesy Aloo Paratha ,Healthy s|Aloo s (Potato & Baby Potato s)|North Indian Breakfast s|Paratha s|Indian Dinner s|s for Kids|Stuffed Paratha s,North Indian s,North Indian Breakfast,Vegetarian,Paratha s
