food_ID,recipe_title,tags,cuisine,course,diet,category
137,Valor Muthia Nu Shaak  - Flat Beans Stir Fry With Dumplings,Side Dish s|Gujarati s|Methi s (Fenugreek)|Brinjal s (Eggplant / Baingan),Gujarati s﻿,Lunch,Vegetarian,Sabzi s
138,Thekera Tenga ,Indian Lunch s|Aloo s (Potato & Baby Potato s),Assamese,Dinner,Vegetarian,Indian Curry s
139,Mustard Vegetable Curry ,Party Food s|Aloo s (Potato & Baby Potato s),Indian,Side Dish,Vegetarian,Sabzi s
140,Konkani Style Vali Bendi -Malabar Spinach Curry,Vegetarian s|Side Dish s|South Indian s|Spinach s (Palak/Keerai)|Indian Vegetarian s|Konkani s,Konkan,Side Dish,Vegetarian,Indian Curry s
141,Tomato Rice With Basil ,Tomato s|Office Lunch Box s|Healthy s|Basil s|Fusion s,Indian,Lunch,Vegetarian,Variety Rice (Mixed Rice/ Flavoured Rice s)
142,Conchiglie Pasta With Broccoli ,Vegetarian s|Healthy s|No Onion No Garlic s|Broccoli s,Italian s,Lunch,Vegetarian,Pasta s
143,Kathiyawadi Stuffed Onion ,Indian Lunch s|Gujarati s|Quick & Easy s|Onion s,Gujarati s﻿,Side Dish,Vegetarian,Sabzi s
144,Brown Rice & Quinoa Risotto ,Broccoli s|Mushroom s|Quinoa s|Cheese s|Risotto s|One Pot s,Italian s,Lunch,Vegetarian,Continental Food s
145,Bhindi With Cashews & Coconut Sabzi ,Vegetarian s|Side Dish s|Chana Dal s (Bengal Gram Dal),South Indian s,Lunch,Vegetarian,Sabzi s
146,Whole Wheat Crust Pizza With Zucchini And Basil Sauce,Party Food s|Whole Wheat s|Zucchini s|Weekend Dinner Ideas|Basil s|Brunch s|Birthday Party s,Italian s,Dinner,Vegetarian,Pizza s
147,Aloo Took  - Sindhi Style Double Baked Crispy Potatoes,Side Dish s|Indian Lunch s|Aloo s (Potato & Baby Potato s)|Tea Party s|Chaat Party s|Party Starter & Appetizer s|Sindhi Cuisine s,Sindhi,Side Dish,Vegetarian,Indian Snack s
148,Kerala Style Taroo Root Curry  (Colacasia),Vegetarian s|Indian Vegetarian s,Kerala s,Lunch,Vegetarian,Indian Curry s
149,Karnataka Style Badanekayi Palya  - Long Brinjal In Spicy Coconut  ,Indian Lunch s|Office Lunch Box s|Indian Dinner s|Brinjal s (Eggplant / Baingan)|Karnataka s|Chana Dal s (Bengal Gram Dal),Karnataka,Lunch,Vegetarian,Palya s
150,Mangalorean Manoli Curry  - Indian Gherkins Curry,South Indian s|Indian Lunch s|Office Lunch Box s|Indian Dinner s|Mango s|Ivy Gourd recipe,Mangalorean,Side Dish,Diabetic Friendly,Indian Curry s
151,Goan Vegetable Curry ,Vegetarian s|Indian Lunch s|Indian Dinner s|Goan s,Goan s,Lunch,Vegetarian,Indian Curry s
152,Baingan Methi Ka Bharta  with Pomegranates,Party Food s|Methi s (Fenugreek)|Brinjal s (Eggplant / Baingan),Punjabi,Lunch,Vegetarian,Sabzi s
153,Paneer Biryani ,Party Food s|Paneer s|Indian Lunch s|Office Lunch Box s|One Dish s,Indian,Lunch,High Protein Vegetarian,Biryani s
154,Mung Bean Sprouts Salad  With Brussel Sprouts and Pomegranate,Healthy s|Pomegranate s|Sprout s,Fusion,Appetizer,High Protein Vegetarian,Salad s
155,Pacha Manga Pachadi  - Raw Mango Pachadi,Side Dish s|South Indian s|Indian Lunch s|Festival s|Mango s|Tamil New Year s|Tamil Nadu recipes|Raw Mango recipes,Tamil Nadu,Side Dish,Vegetarian,Pachadi s
156,Mexican Style Cemita  - Sesame Sandwich Bun,Side Dish s|Breakfast  Ideas|Tea Party s|Mexican s|Bread s,Mexican,Side Dish,Vegetarian,Homemade Bread s
157,Nendra Pazham Pulissery  - Ayurvedic ,South Indian s|Onam s|Indian Vegetarian s|Kerala s|Dahi s (Curd/Yogurt)|Banana s|Sattvik Cooking |Ayurvedic s,Kerala s,Lunch,Vegetarian,Pulissery  (Mor Kuzhambu)
158,Stir Fried Wild Rice with Peri Peri Tofu  ,Vegetarian s|Tofu s|Weekend Dinner Ideas|Wild Rice s|Indo Chinese s (Indian Chinese),Fusion,Lunch,Vegetarian,Indian Chinese s
159,Karlyachi Ambat Goad Bhaji  - Maharashtrian Sweet & Sour Karela Sabzi ,Indian Lunch s|Healthy s|Indian Vegetarian s|Indian Dinner s|Bitter Gourd Karela s,Maharashtrian s,Main Course,Diabetic Friendly,Sabzi s
160,Goan Style Recheado Bangdo  | Stuffed Mackerel,Sooji s (Rava/ Semolina)|Goan s,Goan s,Main Course,High Protein Non Vegetarian,Fish s
161,Charred Corn and Radish Salad ,Vegetarian s|Mooli s (Radish/ Mullangi)|Summer  Ideas|Sweet Corn s|After School Snack s,Fusion,Appetizer,Vegetarian,Salad s
162,"Mushroom, Spinach & Herbs Frittata with Egg White ",Healthy s|High Protein Breakfast|Mushroom s|Omelette (Frittata) ,Continental,World Breakfast,High Protein Non Vegetarian,Omelette s
163,Karwar Style Bibya Usal  (Spiced Cashew Nut Sabzi),Side Dish s|South Indian s|Indian Lunch s|Office Lunch Box s|Festival s|Indian Dinner s|Cashewnut s,Karnataka,Side Dish,Vegetarian,Poriyal s (South Indian Sabzi)
165,Thouthe Kodel  (Mangalore Southekayi Curry),Indian Lunch s|Mango s|Karnataka s,Mangalorean,Side Dish,Vegetarian,Indian Curry s
166,Mini Onion Vada With Vengaya Sambar  - Pan Fried Fritters in Tangy Lentil Curry,High Protein Vegetarian Diet s|South Indian s|Festival s|Breakfast  Ideas|Tea Party s|Vada s|Party Starter & Appetizer s|South Indian Breakfast s|Mooli s (Radish/ Mullangi)|Fritter s|Urad Dal s,Tamil Nadu,South Indian Breakfast,Vegetarian,Sambar s
167,KFC Style Crispy Chicken Popcorn ,Tea Party s|Party Starter & Appetizer s|High Protein Diet|Fritter s|Indian Potluck & Kitty Party s,American,Appetizer,Non Vegeterian,Continental Party Appetizer & Starter s
168,Kathirikai Pitlai  - South Indian Tangy & Spicy Brinjal Curry ,Vegetarian s|South Indian s|Indian Lunch s|Brinjal s (Eggplant / Baingan)|Chana Dal s (Bengal Gram Dal),Tamil Nadu,Side Dish,Vegetarian,Indian Curry s
169,Mudaliar Style Omelette Curry ,Tamil Nadu recipes|Omelette (Frittata) ,Tamil Nadu,Lunch,Eggetarian,Fish s
170,Hyderabadi Bagara Baingan  - Brinjal In Spicy Peanut Curry,Party Food s|Vegetarian s|Indian Lunch s|Indian Dinner s|Brinjal s (Eggplant / Baingan)|Ramzan Ramadan s|Peanut s|Sesame s,Hyderabadi,Dinner,Vegetarian,Indian Curry s
171,Kerala Style Mutton Pepper Fry ,Party Food s|South Indian s|Kerala s|Indian Potluck & Kitty Party s,Kerala s,Appetizer,Non Vegeterian,Mutton s
172,Andhra Style Patoli  (Dal Usli/ Crumbled Dal ),Side Dish s|Indian Lunch s|Telugu Cuisine s (Andhra & Telangana)|Chana Dal s (Bengal Gram Dal),Andhra,Side Dish,Vegetarian,Poriyal s (South Indian Sabzi)
173,Roasted Red Pepper and Pumpkin Soup ,Pumpkin s (Kaddu / Poosanikai),Continental,Appetizer,Vegetarian,Soup s
174,Ringan Methi Nu Shaak  - Gujarati Style Eggplant & Fenugreek Leaves Sabzi,Indian Lunch s|Office Lunch Box s|Gujarati s|Healthy s|Indian Diabetic s|Indian Dinner s|Methi s (Fenugreek)|Brinjal s (Eggplant / Baingan),Gujarati s﻿,Lunch,Vegetarian,Sabzi s
175,Karatyacho Fodi  - Pan Fried Bitter Gourd,Side Dish s|South Indian s|Indian Lunch s|Office Lunch Box s|Sooji s (Rava/ Semolina)|Bitter Gourd Karela s|Pan Fried s,Goan s,Side Dish,Vegetarian,Sabzi s
176,Goan Style Black Chickpeas And Cucumber Masala  (Taushem Tondak),Party Food s|Kala Chana s (Black Chickpeas),Goan s,Lunch,High Protein Vegetarian,Indian Curry s
177,Chinese Vegetable Dry Manchurian Balls  (No Onion No Garlic),Vegetarian s|No Onion No Garlic s|Cabbage s (Patta Gobi)|Manchurian s|Asian Cuisine s|Chinese s,Indo Chinese,Side Dish,No Onion No Garlic (Sattvic),Indian Chinese s
178,Mushroom Cutlet Vegetarian Sizzler ,High Protein Vegetarian Diet s|Aloo s (Potato & Baby Potato s)|Indian Vegetarian s|Tikki s (Cutlet/Patty)|Cabbage s (Patta Gobi)|Mushroom s|Sizzler s,Continental,Main Course,Vegetarian,Continental Food s
179,Fujian Style Green Vegetables Stir Fry ,Side Dish s|Office Lunch Box s|Cabbage s (Patta Gobi)|Mushroom s|Quick & Easy s|Bok Choy s|Chinese s|Soya Sauce s,Chinese,Side Dish,Vegetarian,Indian Chinese s
180,Jain Style Dal Makhani ,No Onion No Garlic s|Indian Dinner s|Jain s|Urad Dal s|Rajma Kidney Bean s,North Indian s,Lunch,High Protein Vegetarian,Dal s
181,Nadan Tomato Curry  (Kerala Style Tomato Curry),Side Dish s|South Indian s,Kerala s,Side Dish,Vegetarian,Indian Curry s
182,Garlic Spinach Balls ,Spinach s (Palak/Keerai)|Aloo s (Potato & Baby Potato s)|Tea Party s|Party Starter & Appetizer s|Kids Lunch Box s,Continental,Dinner,Vegetarian,Continental Party Appetizer & Starter s
183,Rava Fried Prawns ,Party Food s|Side Dish s|Party Starter & Appetizer s|Sooji s (Rava/ Semolina)|Prawn s,Goan s,Lunch,Non Vegeterian,Fish s
184,Batata Saragva Nu Shaak -Spicy Aloo & Drumstick Vegetable,Indian Lunch s|Gujarati s|Aloo s (Potato & Baby Potato s)|No Onion No Garlic s|Drumstick s|Weekend Lunch s,Gujarati s﻿,Lunch,Vegetarian,Sabzi s
185,Sweet Corn Vegetable Soup  - Chinese Cream Style Sweet Corn Soup,Sweet Corn s|Asian Cuisine s|Indo Chinese s (Indian Chinese),Chinese,Appetizer,Vegetarian,Indian Chinese s
186,Herbed Dinner Rolls ,Party Food s,European,Dinner,Eggetarian,Homemade Bread s
187,Eggplant In Mustard Poppy Seed Yogurt Gravy -Begun Doi Sorse Posto bata Jhol,Vegetarian s|Indian Lunch s|Indian Vegetarian s|Dahi s (Curd/Yogurt)|Brinjal s (Eggplant / Baingan)|Bengali s|Mustard s|North Indian Lunch s|North Indian Dinner s,Bengali s,Dinner,Vegetarian,Indian Curry s
188,Batani Gassi  - Udupi Style Potatoes And Peas Curry,Indian Lunch s|Aloo s (Potato & Baby Potato s)|Indian Dinner s|Quick & Easy s|Karnataka s|Udupi s,Udupi,Side Dish,Vegetarian,Indian Curry s
189,Black Rice Porridge ,Breakfast  Ideas|Coconut s|Porridge s,Continental,World Breakfast,Diabetic Friendly,Porridge s
190,Ambur Star Chicken Biryani  ,Party Food s|South Indian s|Dahi s (Curd/Yogurt)|Indian Dinner s|Tamil Nadu recipes,Tamil Nadu,Main Course,Non Vegeterian,Biryani s
191,Roasted Pumpkin Spinach and Walnut Spaghetti ,Vegetarian s|Spinach s (Palak/Keerai)|Pumpkin s (Kaddu / Poosanikai)|Weekend Dinner Ideas|Walnut s|Spaghetti s|Weekend Lunch s,Italian s,Dinner,Vegetarian,Pasta s
192,Kaju Butter Masala ,Party Food s|Indian Lunch s|Indian Dinner s|Cashewnut s,North Indian s,Lunch,Vegetarian,Sabzi s
193,Karnataka Style Harive Soppu Bendi  (Amaranth Leaves Cooked in Coconut Broth),Amaranth/ Rajgira s|Green Leaves s,Karnataka,Side Dish,High Protein Vegetarian,Indian Curry s
194,Corn Cakes  With Mozzarella and Avocado Salsa ,Healthy s|Party Starter & Appetizer s|Sweet Corn s|Cheese s|After School Snack s,Mexican,Appetizer,Vegetarian,Continental Food s
195,Khatti Arbi Ki Sabzi  - Colocasia In Yoghurt Curry,Side Dish s|Indian Lunch s|Office Lunch Box s|Dahi s (Curd/Yogurt)|Arbi Colocasia s,North Indian s,Side Dish,Vegetarian,Sabzi s
197,Cauliflower In Coconut Milk Curry ,Party Food s|Cauliflower s (Phool Gobi)|Dahi s (Curd/Yogurt),Indian,Side Dish,Vegetarian,Indian Curry s
198,Tagliatelle Pasta  With Fresh Tomato Basil Sauce,Party Food s|Tomato s|Weekend Dinner Ideas|Quick & Easy s|Basil s,Italian s,Main Course,Vegetarian,Pasta s
199,Healthy Vegetable Multigrain Pancakes ,Breakfast  Ideas|Dahi s (Curd/Yogurt)|Pancake s|Sweet Corn s,Continental,World Breakfast,Vegetarian,Pancake s
201,Idli Manchurian  With Oriental Twist,Party Food s|Manchurian s|Quick & Easy s|Leftover recipes,Indo Chinese,Snack,Vegetarian,Indian Chinese s
202,Kolambi Bhaath  (Maharashtrian Prawn Rice),Party Food s|Maharashtrian s (Marathi s)|Indian Dinner s|Prawn s,Maharashtrian s,Lunch,Non Vegeterian,Variety Rice (Mixed Rice/ Flavoured Rice s)
203,Baked Frittata With Pasta and Vegetables ,Party Food s|Italian s|Oven Baked ,Italian s,Main Course,Eggetarian,Pasta s
204,Mamidikaya Pappu  - Andhra Pappu - Raw Mango Dal ,Vegetarian s|Indian Lunch s|Indian Vegetarian s|Mango s|Toor Dal s (Pigeon Pea)|Telugu Cuisine s (Andhra & Telangana)|Raw Mango recipes,Andhra,Side Dish,High Protein Vegetarian,Kootu s
205,Soya Chunks Masala in Coconut Milk ,Party Food s|Coconut s,South Indian s,Dinner,High Protein Vegetarian,Sabzi s
206,Tawa Tandoori Roti  ,Side Dish s|Whole Wheat s|Punjabi s|Dahi s (Curd/Yogurt)|Tandoori s,North Indian s,Lunch,Vegetarian,Roti s
207,Pahari Style Phanu  - Delicious Mixed Dal ,High Protein Vegetarian Diet s|Vegetarian s|Indian Lunch s|Urad Dal s|Toor Dal s (Pigeon Pea),Uttarakhand-North Kumaon ,Lunch,High Protein Vegetarian,Dal s
208,Watermelon Panzanella Salad ,Party Starter & Appetizer s|Summer  Ideas|Italian s|Watermelon s,Italian s,Appetizer,Vegetarian,Salad s
209,Stuffed Cabbage Rolls ,Cabbage s (Patta Gobi),Continental,Appetizer,Vegetarian,Continental Food s
210,Dahi Achari Bhindi  ,Vegetarian s|Side Dish s|Indian Lunch s|Office Lunch Box s|Indian Vegetarian s|Dahi s (Curd/Yogurt)|Indian Dinner s|Bhindi s (Vendakkai /Okra /Ladies Finger),North Indian s,Side Dish,Vegetarian,Sabzi s
211,Roasted Carrots & Mushroom Pasta In White Sauce ,Party Food s|Carrot s|Mushroom s|Italian s,Italian s,Main Course,Vegetarian,Pasta s
212,Karwar Style Surana Bhaji  - Hot and Sour Yam Dry Curry,Side Dish s|South Indian s|Indian Lunch s|Office Lunch Box s|Indian Dinner s|Quick & Easy s|Tamarind Curry s|Konkani s|karwar s,Karnataka,Side Dish,Vegetarian,Indian Curry s
213,Shimla Mirchi Panchamrut  | Konkani Capsicum Cashew Peanut Sabzi,Side Dish s|Indian Lunch s|Capsicum s (Bell Pepper)|Indian Dinner s|Konkani s,Konkan,Main Course,Vegetarian,Indian Curry s
214,Burnt Garlic Veg Fried Rice ,Vegetarian s|Indian Lunch s|Garlic s|Fried Rice s|Indo Chinese s (Indian Chinese),Indo Chinese,Lunch,Vegetarian,Variety Rice (Mixed Rice/ Flavoured Rice s)
215,Konkani Style Maskasangi Magge Koddel -Drumstick and Mangalore Cucumber Curry,Mango s|Coconut s|Drumstick s|Konkani s|Mangalore Cucumber s,Konkan,Lunch,Vegetarian,Indian Curry s
216,No Onion No Garlic Rajasthani Gatte Ki Kadhi ,Party Food s|Vegetarian s|Indian Lunch s|No Onion No Garlic s|Dahi s (Curd/Yogurt)|Rajasthani s,Rajasthani,Lunch,Vegetarian,Kadhi s
217,Indian Style Fajitas ,Party Food s|Mexican s|Zucchini s|Vivatta  Contest 2016|Fajita s|Fusion s,Mexican,Side Dish,Vegetarian,Mexican s
218,Karwar Style Kairichi Udid Methi  (Raw Mango Methi Curry),South Indian s|Indian Lunch s|Healthy s|Methi s (Fenugreek)|Mango s|Konkani s|Raw Mango recipes|karwar s,Karnataka,Dinner,Vegetarian,Indian Curry s
219,Chow Chow Sambar  (Chayote Squash Sambar),South Indian s|Healthy s|South Indian Breakfast s|Indian Dinner s|Mother's Day  Contest 2016|Chow Chow s (Chayote),South Indian s,Lunch,High Protein Vegetarian,Sambar s
220,Crunchy Ragi And Oats Breakfast Bowl ,Healthy s|Breakfast  Ideas|Oats s (Oatmeal)|Ragi s (Nachni/ Finger Millet),Continental,World Breakfast,Vegetarian,Breakfast Bowl s
221,Pav Bhaji Pizza ,Party Food s|Vegetarian s|Healthy s|Indian Vegetarian s|Tea Party s|Weekend Dinner Ideas|Raw Banana s|Street food recipes|Fusion s,Fusion,Dinner,Vegetarian,Pizza s
222,Kumror/Kaddu Posto  (Spiced Pumpkin with Poppy Seeds and Tomatoes ),Pumpkin s (Kaddu / Poosanikai),Bengali s,Dinner,Vegetarian,Sabzi s
223,South Indian Poli  - Boli | Obbattu | Bobbatlu | Holige,South Indian s|Festival s|Ugadi s|Chana Dal s (Bengal Gram Dal)|Dussehra Festival s|Durga Festival s|Durga Pooja Festival s,South Indian s,Dessert,Vegetarian,Sweet s (Indian Mithai / Indian Dessert)
224,"South Indian Paniyaram  - 3 types - Classic, Carrot & Spinach ",South Indian s|Breakfast  Ideas|Bachelor s|Quick & Easy s|After School Snack s|Leftover recipes,South Indian s,South Indian Breakfast,Vegetarian,Paniyaram s
225,Ajwaini Tamatar Bhindi ,Office Lunch Box s|Healthy s|Indian Vegetarian s|Bhindi s (Vendakkai /Okra /Ladies Finger)|Ajwain s,Indian,Lunch,No Onion No Garlic (Sattvic),Sabzi s
226,Milagu Rasam  - Miriyala Charu | Pepper Rasam With Fresh Ground Rasam Powder,South Indian s|Indian Lunch s|Pepper s,South Indian s,Lunch,Vegetarian,Rasam s
227,Chicken Chops ,Party Food s|Tea Party s|Party Starter & Appetizer s,Indian,Appetizer,Non Vegeterian,Chicken s
228,Spiced Cauliflower And Almond Soup ,Side Dish s|Healthy s|Cauliflower s (Phool Gobi)|Party Starter & Appetizer s,Italian s,Dinner,Vegetarian,Soup s
229,Panasa Pottu Pappu Koora  - Jackfruit & Dal Curry,Side Dish s|South Indian s|Indian Lunch s|Office Lunch Box s|Indian Diabetic s|Moong Dal s|Jackfruit s|Telugu Cuisine s (Andhra & Telangana)|Koora s,Andhra,Lunch,Diabetic Friendly,Indian Curry s
230,Gutti Dondakaya Vepudu  - Stuffed Ivy Gourds | Stuffed Tendli | Kovakkai,South Indian s|Indian Lunch s|Office Lunch Box s|Healthy s|Indian Dinner s,Andhra,Main Course,Vegetarian,Poriyal s (South Indian Sabzi)
231,Broccoli Paratha ,Indian Lunch s|Paratha s|Broccoli s,North Indian s,Lunch,Vegetarian,Paratha s
232,Tadkewali Masoor Dal  - High Protein Masoor Dal ,High Protein Vegetarian Diet s|Indian Lunch s|High Protein Diet|Bachelor s|Masoor Dal s| for Beginners,North Indian s,Lunch,High Protein Vegetarian,Dal s
233,No Onion No Garlic Cabbage Kofta Curry ,Indian Lunch s|Office Lunch Box s|No Onion No Garlic s|Dahi s (Curd/Yogurt)|Cabbage s (Patta Gobi)|Indian Dinner s,Indian,Dinner,Vegetarian,Kofta s
234,Doddapatre Soppina Chitranna  (Spiced Indian Thyme Rice),Indian Lunch s|Office Lunch Box s|Healthy s|Chana Dal s (Bengal Gram Dal),South Indian s,Lunch,Vegetarian,Variety Rice (Mixed Rice/ Flavoured Rice s)
235,Fusilli Alla Caprese -Pasta With Cherry Tomatoes And Basil Leaves,Office Lunch Box s|Healthy s|One Dish s|Basil s,Italian s,Dinner,Vegetarian,Pasta s
236,Masoor Dal Makhni ,Healthy s|Masoor Dal s,North Indian s,Lunch,High Protein Vegetarian,Dal s
237,Chettinad Keerai Mandi  With Amaranth Greens,South Indian s,Chettinad,Side Dish,High Protein Vegetarian,Indian Curry s
238,Quick And Spicy Bell Pepper Pasta ,Indian Lunch s|Office Lunch Box s|Capsicum s (Bell Pepper)|Delmonte Italian  Contest  2016,Italian s,Dinner,Vegetarian,Pasta s
239,Moroccan Harira  (Thick Soup With Chickpeas & Masoor Dal),Dahi s (Curd/Yogurt)|Kabuli Chana s (Chickpea)|Moroccan recipes|Masoor Dal s,African,Appetizer,Vegetarian,Soup s
240,Mushroom And Quail Egg Gougere ,Party Starter & Appetizer s|Mushroom s|New Year Party s,French,World Breakfast,Eggetarian,Continental Party Appetizer & Starter s
241,Asian Black Pepper Basa Fish  ,Healthy s|Weekend Dinner Ideas|Quick & Easy s|Pepper s|Asian Cuisine s|Basa Fish s,Asian,Main Course,Non Vegeterian,"Thai s,Malaysian & East Asian s"
242,Fansi Muthia Nu Shaak  - Green Beans With Gram Flour Dumplings,Indian Lunch s|Gujarati s|Indian Vegetarian s|Green Beans s (French /Haricot)|Gram Flour s|Weekend Lunch s,Gujarati s﻿,Main Course,Vegetarian,Sabzi s
243,Pui Shaager Chorchori  - Mixed Vegetable Curry With Malabar Spinach,Indian Lunch s|Spinach s (Palak/Keerai)|Aloo s (Potato & Baby Potato s)|Mooli s (Radish/ Mullangi)|Indian Dinner s|Brinjal s (Eggplant / Baingan)|Bengali s|Pumpkin s (Kaddu / Poosanikai),North East India s,Side Dish,Vegetarian,Sabzi s
244,Vegetable Manchurian Balls  - Indo Chinese Dish,Aloo s (Potato & Baby Potato s)|Party Starter & Appetizer s|Cabbage s (Patta Gobi)|Manchurian s,Chinese,Appetizer,Vegetarian,Indian Chinese s
245,Sri Lankan Chicken Curry  - Kukul Mas Curry,Party Food s|Indian Lunch s|Indian Dinner s|Quick & Easy s|Coconut Milk s|Weekend Lunch s,Sri Lankan,Main Course,High Protein Non Vegetarian,Sri Lankan s
246,Eggless Cranberry Pistachio Biscotti  ,Tea Party s|Healthy Kids Snack s|Eggless Cake s (Egg Free Cake)|Cranberry s|Pistachio s|After School Snack s|Birthday Party s|Oven Baked ,French,Dessert,Vegetarian,Cookie & Biscuit s
247,Bhopli Mirchi Chi Peeth Perun Bhaji ,Side Dish s|Indian Lunch s|Office Lunch Box s|Green Chilli s,Maharashtrian s,Side Dish,High Protein Vegetarian,Sabzi s
248,Arbi Jhol  -Uttar Pradesh Style Colocasia & Lotus Seeds Sabzi,Vegetarian s|No Onion No Garlic s|Arbi Colocasia s|Phool Makhana (Lotus Seed) s,Uttar Pradesh,Side Dish,Vegetarian,Sabzi s
249,Methi Murgh  - Chicken with Fenugreek Leaves,Party Food s|Side Dish s|High Protein Diet|Methi s (Fenugreek),North Indian s,Lunch,High Protein Non Vegetarian,Chicken s
250,Andhra Pepper Chicken  - Dry Restaurant Style Pepper Chicken,Side Dish s|South Indian s|Indian Lunch s|Party Starter & Appetizer s|Telugu Cuisine s (Andhra & Telangana),Andhra,Main Course,Non Vegeterian,Chicken s
251,Light And Creamy Broccoli Soup ,Aloo s (Potato & Baby Potato s)|Broccoli s|Weekend Dinner Ideas|Antioxidant Rich s,Continental,Appetizer,Vegetarian,Soup s
252,Chettinad Chicken  | Pepper Chicken Dry | South Indian ,Party Food s|Side Dish s|South Indian s|Party Starter & Appetizer s|Chettinad s|Stir Fried s,Chettinad,Appetizer,High Protein Non Vegetarian,Chicken s
253,Chettinad Chicken Roast  | Chicken Ghee Roast ,Party Food s|South Indian s|Indian Lunch s|Party Starter & Appetizer s|High Protein Diet|Indian Dinner s|Chettinad s|Indian Potluck & Kitty Party s,Chettinad,Appetizer,High Protein Non Vegetarian,Chicken s
254,Nadan Kozhi  | Kerala Chicken Curry | Nadan Chicken Curry ,South Indian s|Kerala s|Weekend Lunch s,Kerala s,Dinner,High Protein Non Vegetarian,Chicken s
255,Vazhakkai Milagu Kootu  - Plantains Pepper Curry,South Indian s|Indian Lunch s|Chana Dal s (Bengal Gram Dal)|Plantain Stem s,South Indian s,Lunch,Vegetarian,Kootu s
257,Sindhi Karela Bhaji  - Sindhi Style Bitter Gourd Sabzi,Side Dish s|Indian Lunch s|Office Lunch Box s|Healthy s|Indian Diabetic s|Bitter Gourd Karela s|Sindhi Cuisine s,Sindhi,Lunch,Diabetic Friendly,Sabzi s
258,Goan style Caril De Camarao  (Prawn Curry ) ,Goan s|Prawn s|Sea Food s,Goan s,Lunch,Non Vegeterian,Fish s
259,Baked Stuffed Mushrooms With Cheese ,Paneer s|Tea Party s|Mushroom s|Oven Baked ,Continental,Appetizer,High Protein Vegetarian,Continental Party Appetizer & Starter s
